Age,Avg_BPM,Resting_BPM,Session_Duration (hours),Workout_Type,Fat_Percentage,Workout_Frequency (days/week),BMI,Base_MET,HR_Intensity,Calories_Burned (kcal)
50,144.0,71.0,0.83,2,17.9,4,29.7,8.0,0.7448979591836735,37.33446326060646
45,145.0,70.0,0.9,3,24.2,3,29.3,6.0,0.6944444444444444,37.288675213094166
50,126.0,73.0,0.58,4,24.3,4,22.7,3.0,0.5520833333333334,13.924823389915503
22,132.0,56.0,1.46,4,17.4,5,25.0,3.0,0.5507246376811594,25.415324181924245
36,155.0,76.0,0.89,2,21.4,3,26.3,8.0,0.7452830188679245,37.446165846632034
21,143.0,75.0,0.76,4,25.3,3,24.1,3.0,0.5528455284552846,16.23184028012532
52,141.0,71.0,0.63,3,12.9,4,18.4,6.0,0.7,23.783715791173314
34,158.0,75.0,0.56,2,19.8,5,20.2,8.0,0.7545454545454545,26.69843201291667
45,145.0,73.0,0.63,2,21.2,2,18.6,8.0,0.7422680412371134,28.410524493997144
47,163.0,62.0,0.95,1,23.5,7,26.0,9.5,0.8487394957983193,46.09573785690371
46,139.0,72.0,0.32,0,26.4,2,19.3,7.0,0.6442307692307693,14.816658407662327
23,140.0,62.0,1.31,4,13.1,7,24.8,3.0,0.5492957746478874,21.7065391822594
52,149.0,71.0,1.4,1,27.5,7,31.3,9.5,0.8478260869565217,61.53581667059926
58,135.0,75.0,0.67,3,31.2,2,29.7,6.0,0.6976744186046512,27.52287248897031
54,137.0,80.0,0.71,0,29.4,2,18.0,7.0,0.6551724137931034,22.01666088364492
41,148.0,66.0,0.8,3,11.6,7,18.9,6.0,0.7068965517241379,26.823601440486236
46,149.0,61.0,1.29,1,21.8,5,20.9,9.5,0.8461538461538461,45.84976488970452
48,147.0,57.0,1.25,1,20.3,6,19.3,9.5,0.8490566037735849,45.269440445175576
52,150.0,68.0,0.42,1,30.8,3,18.0,9.5,0.845360824742268,24.638318265235885
50,132.0,56.0,1.11,0,10.8,5,24.0,7.0,0.6495726495726496,33.66510900025402
38,141.0,70.0,0.84,0,15.7,6,26.8,7.0,0.6513761467889908,34.98648401781385
49,157.0,82.0,0.56,1,32.9,3,27.8,9.5,0.8522727272727273,33.21931288370061
40,131.0,70.0,0.84,4,27.0,5,22.1,3.0,0.5545454545454546,16.963122105813696
50,142.0,70.0,0.76,2,14.9,4,22.9,8.0,0.75,32.85398112124352
20,145.0,72.0,0.36,4,31.3,2,25.4,3.0,0.5488721804511278,11.007690033207279
35,162.0,57.0,1.23,1,11.9,6,23.6,9.5,0.8467741935483871,45.32863826479692
42,123.0,69.0,1.32,4,17.0,4,27.2,3.0,0.5454545454545454,25.114571728131715
59,144.0,76.0,0.65,1,31.4,3,25.7,9.5,0.85,38.777444745839574
48,152.0,64.0,1.32,1,16.4,7,22.5,9.5,0.8461538461538461,47.82770313791315
20,181.0,70.0,0.98,1,19.8,4,18.0,9.5,0.8473282442748091,39.737273509418415
57,135.0,68.0,0.75,3,20.6,4,30.0,6.0,0.6979166666666666,31.340665860177424
41,129.0,64.0,0.72,4,14.9,6,21.3,3.0,0.5508474576271186,13.607690412101336
49,164.0,72.0,0.92,1,22.0,3,25.4,9.5,0.8518518518518519,41.89533004773971
39,148.0,71.0,0.96,3,18.1,5,18.0,6.0,0.7,28.56141357987225
40,167.0,70.0,0.52,1,30.2,2,24.0,9.5,0.8508771929824561,32.33365695640357
19,141.0,69.0,1.14,4,21.3,5,24.4,3.0,0.5538461538461539,20.07260745811423
44,160.0,62.0,0.6,1,24.3,3,24.6,9.5,0.8521739130434782,32.84824242339921
59,132.0,68.0,0.71,3,23.6,4,35.0,6.0,0.7032967032967034,31.34666400106613
19,140.0,65.0,0.91,4,15.5,3,21.5,3.0,0.5555555555555556,16.665476152512156
43,147.0,55.0,0.52,2,18.7,3,27.3,8.0,0.7479674796747967,27.387071987525395
34,158.0,81.0,0.88,3,22.0,4,26.1,6.0,0.7,27.58377933936095
57,148.0,66.0,1.17,1,21.9,4,21.3,9.5,0.845360824742268,48.73854550536506
50,125.0,70.0,0.91,4,25.3,2,27.2,3.0,0.55,20.724436186625177
26,167.0,83.0,0.7,2,28.3,3,23.3,8.0,0.7433628318584071,28.620254734407425
56,153.0,64.0,0.68,1,17.0,3,27.5,9.5,0.8557692307692307,39.77080320032164
46,132.0,68.0,0.59,0,31.3,3,31.8,7.0,0.6464646464646465,27.3189358606345
59,149.0,74.0,0.68,1,23.5,3,24.6,9.5,0.8522727272727273,36.496753109840306
43,146.0,73.0,0.65,2,26.9,3,22.9,8.0,0.7525773195876289,29.125552203936888
52,144.0,72.0,0.77,3,27.6,2,28.2,6.0,0.6990291262135923,29.253799768988088
42,151.0,65.0,0.46,2,19.0,3,29.6,8.0,0.7478260869565218,31.93523242884893
41,168.0,69.0,0.69,1,26.5,5,20.5,9.5,0.853448275862069,33.019994288977266
30,152.0,83.0,0.75,3,24.1,2,22.2,6.0,0.696969696969697,24.668333281253254
24,137.0,67.0,0.72,4,28.6,3,26.7,3.0,0.546875,16.022208521710095
53,144.0,79.0,0.66,3,19.7,2,23.5,6.0,0.7065217391304348,26.913664589601918
37,173.0,78.0,1.03,1,20.3,5,20.2,9.5,0.8482142857142857,37.20714220649089
18,182.0,62.0,1.23,1,24.1,7,26.2,9.5,0.8450704225352113,49.559674164990604
25,158.0,77.0,0.34,3,22.0,2,26.7,6.0,0.6982758620689655,20.494443758403985
33,151.0,69.0,0.87,3,24.2,4,22.7,6.0,0.7008547008547008,29.029018676071594
31,149.0,66.0,0.82,3,28.9,3,24.2,6.0,0.7033898305084746,29.125552203936888
29,181.0,81.0,0.58,1,29.6,2,21.7,9.5,0.8547008547008547,36.283155564817264
40,144.0,70.0,0.78,0,23.7,5,19.6,7.0,0.6548672566371682,26.55170747958868
32,151.0,67.0,0.91,3,20.2,5,22.0,6.0,0.7,27.52287248897031
45,145.0,67.0,0.25,3,19.2,2,24.3,6.0,0.7027027027027027,14.721243972862782
51,128.0,78.0,0.54,4,19.8,3,18.1,3.0,0.5555555555555556,10.649110640673516
19,169.0,76.0,0.48,2,30.3,2,22.3,8.0,0.7560975609756098,27.0585615610959
49,123.0,68.0,0.98,4,18.5,5,24.4,3.0,0.5555555555555556,19.90890230020664
40,142.0,78.0,0.93,0,32.4,2,28.8,7.0,0.6530612244897959,37.66358531449219
39,149.0,71.0,0.73,3,26.8,3,22.7,6.0,0.6964285714285714,28.006665926090488
42,164.0,55.0,0.61,1,20.6,6,19.0,9.5,0.8515625,29.761612049768512
39,143.0,74.0,0.43,0,19.6,2,23.2,7.0,0.6571428571428571,19.45693361130616
39,162.0,74.0,0.25,1,22.1,3,21.7,9.5,0.8543689320388349,20.2530896731218
59,139.0,76.0,0.56,3,33.7,3,26.2,6.0,0.7,23.011997121381572
23,169.0,83.0,0.62,2,30.2,3,22.6,8.0,0.7543859649122807,29.240998703626623
32,162.0,75.0,0.65,1,24.3,3,18.0,9.5,0.8529411764705882,32.928498393145965
54,118.0,63.0,1.07,4,22.1,6,35.0,3.0,0.5555555555555556,24.275463839863985
50,123.0,62.0,0.99,4,18.5,6,24.6,3.0,0.5545454545454546,19.568495543268657
25,172.0,63.0,0.67,1,23.2,3,24.4,9.5,0.8515625,36.39791661014956
22,138.0,64.0,0.85,4,26.9,5,18.0,3.0,0.5522388059701493,15.7313282074412
56,129.0,76.0,0.75,0,18.0,5,18.1,7.0,0.6463414634146342,23.314027731674788
21,151.0,66.0,0.79,0,19.0,5,23.6,7.0,0.648854961832061,24.892378102354584
23,154.0,67.0,1.21,3,22.6,4,25.3,6.0,0.696,37.08964057138413
49,150.0,65.0,0.86,1,17.7,4,26.8,9.5,0.85,46.53452379492354
47,138.0,79.0,0.65,0,26.8,3,24.9,7.0,0.6555555555555556,27.752310834622577
52,144.0,76.0,0.75,3,22.2,3,19.3,6.0,0.7083333333333334,23.32192725682625
57,128.0,59.0,1.32,0,8.0,7,18.0,7.0,0.6509433962264151,30.61288089083821
33,144.0,78.0,0.74,4,23.5,3,23.6,3.0,0.5546218487394958,16.644033898274266
30,168.0,61.0,1.17,1,18.4,5,21.9,9.5,0.8492063492063492,46.694968939306236
59,135.0,61.0,0.94,3,23.6,5,18.9,6.0,0.7047619047619048,26.948229652260252
47,132.0,70.0,0.8,4,25.1,4,27.3,3.0,0.5535714285714286,20.432119828495928
36,151.0,78.0,0.43,0,29.9,3,18.0,7.0,0.6517857142857143,16.83613548475377
34,164.0,81.0,0.51,2,23.0,3,26.5,8.0,0.7477477477477478,31.376638536557277
36,156.0,69.0,0.71,2,24.7,3,18.4,8.0,0.75,27.765752132274432
45,151.0,74.0,0.88,2,18.9,6,24.5,8.0,0.7549019607843137,32.164308861734646
43,139.0,61.0,0.88,3,10.7,7,27.7,6.0,0.7027027027027027,31.716464820618423
54,139.0,62.0,0.97,1,23.4,5,22.6,9.5,0.8461538461538461,45.18898176481454
43,126.0,63.0,1.05,4,25.9,4,30.8,3.0,0.5478260869565217,21.94994780787632
40,142.0,65.0,1.15,3,23.4,7,31.7,6.0,0.7,35.91569595827037
26,159.0,60.0,1.12,2,8.0,7,24.9,8.0,0.75,41.067389054828936
29,168.0,61.0,1.26,1,16.6,5,26.2,9.5,0.8492063492063492,50.00000000000001
18,183.0,67.0,0.72,1,14.2,3,28.2,9.5,0.8467153284671532,42.21764353739354
18,166.0,85.0,0.47,3,25.8,3,26.2,6.0,0.6982758620689655,23.22696969514967
51,161.0,83.0,0.62,1,26.8,3,25.7,9.5,0.8478260869565217,33.69873947354444
49,142.0,64.0,0.92,2,20.4,4,21.9,8.0,0.7572815533980582,33.55277766926236
42,145.0,64.0,1.17,3,14.3,6,18.0,6.0,0.7043478260869566,31.130046785357845
57,121.0,70.0,0.43,4,22.0,3,18.4,3.0,0.5543478260869565,9.575836902790225
18,162.0,73.0,0.75,3,25.3,3,33.5,6.0,0.6953125,30.193166976860162
33,141.0,57.0,1.11,0,13.9,4,25.3,7.0,0.6461538461538462,33.202272653906874
56,135.0,66.0,0.44,0,34.2,2,23.0,7.0,0.6509433962264151,21.29806858947754
22,165.0,55.0,1.24,2,14.0,5,29.1,8.0,0.7482993197278912,48.23942674832187
39,135.0,83.0,0.99,4,32.4,2,21.0,3.0,0.5416666666666666,16.729655629509047
46,136.0,72.0,0.59,0,21.9,2,26.3,7.0,0.6464646464646465,26.185102447924507
20,164.0,69.0,0.79,2,16.7,5,24.3,8.0,0.7480314960629921,37.28358435784596
29,134.0,63.0,1.17,4,13.2,7,25.8,3.0,0.5503875968992248,20.3606797749979
43,133.0,64.0,1.26,0,18.0,5,22.7,7.0,0.6571428571428571,32.0117626711701
33,133.0,69.0,1.0,4,19.6,5,20.1,3.0,0.5470085470085471,17.849433241279208
54,151.0,55.0,1.02,1,8.0,7,20.7,9.5,0.8495575221238938,41.58898943540674
39,144.0,68.0,0.86,3,23.9,5,20.9,6.0,0.6972477064220184,25.878306978724517
46,138.0,55.0,1.25,3,23.0,6,24.0,6.0,0.6974789915966386,37.110100997057
31,162.0,75.0,0.54,2,30.4,3,18.0,8.0,0.7565217391304347,25.05549851693737
45,123.0,71.0,0.55,4,25.4,3,19.0,3.0,0.5473684210526316,10.099586769803338
22,146.0,81.0,0.69,4,18.5,5,24.5,3.0,0.5508474576271186,15.08800749063506
47,155.0,65.0,1.31,1,13.6,4,23.5,9.5,0.8490566037735849,57.86651818838306
22,146.0,74.0,0.72,4,20.4,5,24.8,3.0,0.549618320610687,16.846750383023593
29,139.0,73.0,0.71,4,19.6,4,23.8,3.0,0.5546218487394958,16.536450577173618
33,127.0,60.0,1.26,4,8.0,7,34.1,3.0,0.5491803278688525,28.239047604049972
43,154.0,75.0,0.83,1,19.5,3,24.5,9.5,0.8494623655913979,41.09060222368678
43,159.0,60.0,1.26,1,18.5,7,22.5,9.5,0.8461538461538461,51.09990583795795
38,170.0,62.0,1.17,1,17.1,7,24.4,9.5,0.8503937007874016,51.21653878260028
56,125.0,82.0,0.72,4,20.6,3,28.1,3.0,0.5443037974683544,17.919839356781974
53,127.0,76.0,0.37,4,23.9,2,23.8,3.0,0.5483870967741935,10.537942414925983
50,143.0,72.0,0.29,3,28.4,2,26.7,6.0,0.696078431372549,17.3183850256692
47,127.0,66.0,0.84,4,14.9,3,25.6,3.0,0.5545454545454546,17.380402472601027
54,141.0,65.0,1.04,2,13.5,7,22.8,8.0,0.7524752475247525,38.21939830479815
40,161.0,71.0,0.73,1,24.7,4,24.4,9.5,0.8490566037735849,35.49666651850535
27,135.0,65.0,1.08,4,20.0,7,30.4,3.0,0.5511811023622047,21.588132609428833
22,172.0,57.0,0.64,1,21.8,7,25.0,9.5,0.8455882352941176,35.421918710830425
53,147.0,64.0,0.52,1,24.0,2,20.1,9.5,0.8469387755102041,27.044792992892894
51,146.0,60.0,1.05,2,25.7,6,22.7,8.0,0.7543859649122807,37.09475668168303
48,159.0,75.0,0.85,1,30.7,3,18.0,9.5,0.8484848484848485,34.943199644860215
27,177.0,75.0,0.61,1,26.4,2,24.5,9.5,0.8571428571428571,35.978941533434025
36,165.0,77.0,0.7,1,29.2,2,29.2,9.5,0.8543689320388349,43.75150270756143
49,147.0,77.0,0.25,3,24.2,2,18.6,6.0,0.7,12.449913494550756
18,159.0,63.0,0.79,3,8.4,5,24.6,6.0,0.6956521739130435,30.668027182552663
22,138.0,65.0,0.74,4,24.0,5,27.9,3.0,0.5447761194029851,18.620378270051205
21,165.0,73.0,0.88,3,21.4,4,28.4,6.0,0.696969696969697,33.34968175245712
33,131.0,66.0,0.66,4,10.5,5,29.1,3.0,0.5555555555555556,17.19374898241612
41,141.0,60.0,0.91,3,24.0,5,18.0,6.0,0.6982758620689655,26.376046236218325
33,162.0,73.0,0.59,2,30.1,3,26.0,8.0,0.7478991596638656,32.47897910321592
19,185.0,70.0,1.11,1,17.2,5,18.0,9.5,0.8518518518518519,43.8475735453906
45,151.0,74.0,0.84,2,24.6,5,20.0,8.0,0.7475728155339806,34.364818162614256
49,119.0,70.0,0.85,4,22.8,7,27.3,3.0,0.5444444444444444,18.736441353327717
44,128.0,61.0,0.84,4,25.2,5,24.6,3.0,0.5537190082644629,18.3469899493758
37,145.0,79.0,0.45,0,28.3,3,26.9,7.0,0.6534653465346535,25.011108825814617
41,144.0,69.0,0.87,3,28.4,5,20.3,6.0,0.7009345794392523,25.878306978724517
29,156.0,75.0,0.93,3,17.1,5,29.9,6.0,0.7043478260869566,33.726740685374594
52,139.0,69.0,0.92,2,9.9,4,26.8,8.0,0.7526881720430108,38.95851559810243
50,146.0,77.0,0.51,3,36.9,3,27.6,6.0,0.696969696969697,25.13669102893719
50,149.0,84.0,1.02,2,28.3,3,19.7,8.0,0.7471264367816092,36.82267378736297
54,139.0,67.0,0.73,3,13.9,3,28.7,6.0,0.7058823529411765,29.215380824202676
29,171.0,78.0,0.48,1,28.0,2,22.7,9.5,0.8532110091743119,26.774989139876315
20,151.0,85.0,0.25,4,36.8,2,21.6,3.0,0.55,8.158740079360236
18,167.0,79.0,0.52,3,30.8,3,26.5,6.0,0.6984126984126984,22.132965006397367
50,150.0,76.0,0.76,1,26.4,2,26.3,9.5,0.8409090909090909,36.709172039711724
57,126.0,69.0,0.77,0,33.0,5,20.6,7.0,0.6477272727272727,24.374229846575616
27,144.0,60.0,1.23,0,18.4,6,32.2,7.0,0.6511627906976745,44.03476946830514
46,152.0,74.0,0.57,2,30.1,2,31.3,8.0,0.7428571428571429,35.37378760575384
30,172.0,66.0,0.7,1,26.1,5,26.4,9.5,0.848,39.10474425172841
29,148.0,69.0,1.15,0,29.9,3,25.7,7.0,0.6475409836065574,37.385276436759966
48,146.0,64.0,0.54,2,12.8,5,25.3,8.0,0.7454545454545455,30.477684646538457
19,172.0,75.0,0.98,2,24.8,3,18.0,8.0,0.7461538461538462,29.31133979886521
52,129.0,73.0,0.52,0,32.0,2,24.5,7.0,0.6511627906976745,24.38181191654584
40,136.0,57.0,0.79,0,24.8,7,24.4,7.0,0.6528925619834711,29.521421287752872
34,140.0,69.0,1.52,3,17.2,7,21.7,6.0,0.696078431372549,38.75291400624009
43,132.0,73.0,0.64,4,30.1,5,22.8,3.0,0.5514018691588785,14.024980499208102
25,156.0,74.0,0.4,0,29.1,3,18.0,7.0,0.6507936507936508,16.30846798615329
46,144.0,78.0,0.69,3,30.9,3,19.6,6.0,0.7021276595744681,23.589060162499127
43,154.0,74.0,0.55,2,25.0,3,27.7,8.0,0.7547169811320755,33.372305551094634
27,157.0,74.0,0.3,2,22.2,2,30.9,8.0,0.7477477477477478,24.32109420217936
43,165.0,83.0,0.77,1,22.6,3,20.2,9.5,0.8541666666666666,34.63331816802841
51,165.0,74.0,0.47,1,26.3,3,24.7,9.5,0.8504672897196262,27.959973297718403
58,134.0,73.0,1.16,3,28.1,3,28.4,6.0,0.7011494252873564,33.59213396243614
24,152.0,65.0,0.7,0,18.5,6,21.9,7.0,0.6541353383458647,28.364452901377952
21,161.0,55.0,1.34,2,19.5,6,26.7,8.0,0.75177304964539,44.47580015448901
28,163.0,74.0,0.69,2,38.5,3,23.9,8.0,0.7478991596638656,30.710854467592245
46,162.0,61.0,1.41,1,20.1,6,28.8,9.5,0.8487394957983193,63.51946275726014
53,141.0,75.0,1.23,3,17.8,5,18.9,6.0,0.6947368421052632,27.866369046136157
42,142.0,75.0,0.63,0,27.9,2,19.6,7.0,0.6568627450980392,25.546324618721826
38,145.0,77.0,0.55,0,19.6,2,25.1,7.0,0.6538461538461539,24.32109420217936
53,148.0,77.0,0.72,1,23.7,3,24.4,9.5,0.8452380952380952,35.15911731997949
27,155.0,76.0,1.24,0,18.5,7,23.8,7.0,0.6475409836065574,36.25702549859306
54,143.0,80.0,0.51,3,21.9,3,26.3,6.0,0.7,22.141251003210247
26,158.0,68.0,0.76,2,27.0,3,20.3,8.0,0.75,31.166247903554005
41,164.0,76.0,0.75,1,22.2,4,18.5,9.5,0.8461538461538461,32.12916641232246
52,127.0,60.0,0.9,0,25.1,5,22.0,7.0,0.6504854368932039,26.284271247461895
52,142.0,72.0,0.79,2,35.0,3,22.4,8.0,0.7446808510638298,32.082253446625266
53,123.0,64.0,0.95,4,20.1,5,22.9,3.0,0.5514018691588785,16.5040536099526
35,174.0,84.0,0.38,1,25.6,2,29.1,9.5,0.8490566037735849,30.112302938282088
56,154.0,76.0,0.88,1,20.1,4,27.1,9.5,0.8478260869565217,41.25736931437232
49,128.0,76.0,0.73,4,21.9,3,26.1,3.0,0.5531914893617021,16.352111595127145
41,149.0,75.0,0.48,3,24.4,5,24.9,6.0,0.6981132075471698,22.033310217279688
40,161.0,73.0,1.01,1,17.4,3,22.3,9.5,0.8543689320388349,42.83302354291979
49,149.0,73.0,1.19,2,21.4,2,20.6,8.0,0.7450980392156863,39.19223227745735
54,143.0,76.0,0.47,2,27.3,2,19.2,8.0,0.7444444444444445,23.635912310662953
29,171.0,72.0,0.68,1,28.3,2,21.2,9.5,0.8461538461538461,31.686792664188136
30,152.0,71.0,0.47,3,19.1,3,23.8,6.0,0.7043478260869566,21.021728866442672
40,133.0,72.0,1.08,4,32.2,3,19.4,3.0,0.5495495495495496,15.029386365926399
42,163.0,85.0,0.33,1,21.8,2,24.7,9.5,0.8478260869565217,25.6115917686757
52,151.0,68.0,0.66,1,18.1,3,23.2,9.5,0.8469387755102041,34.63877727217435
58,136.0,80.0,0.51,3,23.9,2,22.4,6.0,0.7,19.92715211786519
47,138.0,70.0,1.35,3,20.4,5,28.6,6.0,0.7010309278350515,41.65317857842656
34,156.0,64.0,1.23,2,14.4,6,18.0,8.0,0.7479674796747967,39.35698248180106
37,150.0,71.0,0.48,3,24.5,2,22.5,6.0,0.6991150442477876,19.963606261267753
42,145.0,66.0,0.65,2,20.6,5,18.0,8.0,0.7523809523809524,24.593232221751453
39,158.0,61.0,0.9,1,23.1,7,25.0,9.5,0.8434782608695652,43.51043836308325
30,152.0,81.0,0.8,3,18.0,5,27.0,6.0,0.7029702970297029,27.549957698785295
36,155.0,72.0,0.92,3,14.4,4,18.6,6.0,0.7033898305084746,25.415324181924245
53,124.0,68.0,0.87,4,14.3,6,19.1,3.0,0.5490196078431373,16.867962264113206
29,162.0,59.0,1.58,2,15.3,7,18.0,8.0,0.7463768115942029,41.95452195167181
58,147.0,77.0,0.51,2,27.5,3,24.3,8.0,0.7526881720430108,23.752669764511793
36,153.0,76.0,1.04,3,27.5,3,22.6,6.0,0.7,27.852973051272468
29,173.0,76.0,0.63,1,19.7,2,22.9,9.5,0.8434782608695652,34.45270908999768
26,156.0,66.0,0.55,3,14.9,3,22.5,6.0,0.6976744186046512,23.44798616786798
24,161.0,66.0,0.84,2,24.9,4,20.1,8.0,0.7480314960629921,28.509015061125787
45,129.0,77.0,0.74,4,25.3,2,28.5,3.0,0.5531914893617021,18.42547429069886
31,157.0,69.0,0.49,2,27.0,3,25.1,8.0,0.7457627118644068,29.061229853307488
48,154.0,62.0,1.14,1,22.8,4,19.3,9.5,0.8440366972477065,47.606451193367995
36,161.0,75.0,0.28,1,32.0,2,21.2,9.5,0.8514851485148515,21.740261161158276
33,132.0,72.0,0.68,4,30.9,5,20.5,3.0,0.5504587155963303,14.601204775557706
22,173.0,71.0,1.14,1,11.6,4,29.6,9.5,0.8429752066115702,46.228622207149975
52,147.0,64.0,1.06,1,22.4,4,26.8,9.5,0.8556701030927835,55.4908688401906
29,150.0,69.0,0.57,0,19.1,2,23.5,7.0,0.648,23.28240494889677
42,149.0,67.0,1.2,2,20.6,7,30.8,8.0,0.7522935779816514,45.345538332560956
38,166.0,83.0,0.73,1,34.2,2,29.8,9.5,0.8469387755102041,41.785842460777204
53,131.0,60.0,1.07,0,30.1,6,23.1,7.0,0.6513761467889908,36.86386496477157
40,153.0,61.0,1.07,2,9.6,7,22.4,8.0,0.7479674796747967,43.46207210411774
33,148.0,73.0,0.88,0,27.8,4,22.6,7.0,0.646551724137931,30.081147111660457
56,137.0,70.0,0.77,0,16.6,4,20.2,7.0,0.6568627450980392,28.106477708293944
59,134.0,70.0,0.82,3,23.3,3,30.9,6.0,0.7032967032967034,32.859718874368454
56,118.0,61.0,1.29,4,13.0,5,20.0,3.0,0.5480769230769231,18.51341024793294
31,148.0,79.0,0.49,0,21.3,3,27.5,7.0,0.6448598130841121,26.495613697550013
48,148.0,69.0,0.91,1,21.8,3,26.8,9.5,0.8404255319148937,43.104323517818116
22,142.0,74.0,0.37,4,35.0,3,22.8,3.0,0.5483870967741935,11.652838532700809
52,131.0,55.0,1.12,0,18.1,7,31.2,7.0,0.6495726495726496,43.65084884205331
40,159.0,64.0,0.89,1,13.1,7,18.0,9.5,0.8482142857142857,37.577771539084914
46,155.0,63.0,0.91,1,18.0,7,23.7,9.5,0.8518518518518519,47.20569072780098
28,152.0,70.0,0.45,0,18.7,3,22.0,7.0,0.6456692913385826,23.44798616786798
35,148.0,81.0,0.59,0,26.4,2,27.8,7.0,0.6442307692307693,26.628656971642943
29,144.0,65.0,1.03,0,31.8,4,25.4,7.0,0.6528925619834711,32.9857113690718
26,158.0,65.0,0.84,2,11.5,5,18.0,8.0,0.75,26.467525357852935
27,149.0,62.0,1.18,0,16.8,3,29.0,7.0,0.6492537313432836,45.345538332560956
34,132.0,67.0,0.65,4,26.0,5,25.9,3.0,0.5508474576271186,15.262676501632068
55,136.0,71.0,1.01,3,22.1,6,19.9,6.0,0.6989247311827957,30.899848023965102
24,146.0,67.0,0.72,0,25.3,2,22.6,7.0,0.6475409836065574,25.58985320729344
30,146.0,61.0,1.28,0,8.0,6,18.8,7.0,0.648854961832061,36.33536226514627
57,146.0,78.0,0.82,2,22.0,5,23.3,8.0,0.7555555555555555,32.60635779737591
59,123.0,78.0,0.45,4,34.5,2,24.6,3.0,0.5555555555555556,11.401492454200763
26,176.0,62.0,0.77,1,14.5,4,22.7,9.5,0.8507462686567164,37.410658456818496
44,132.0,55.0,0.94,0,14.0,7,22.2,7.0,0.6470588235294118,29.616451413781395
19,182.0,60.0,0.87,1,24.8,3,18.0,9.5,0.8472222222222222,37.069169430639306
22,164.0,78.0,0.94,3,19.4,5,25.3,6.0,0.7049180327868853,31.62736980496691
46,134.0,63.0,1.0,0,21.1,4,18.0,7.0,0.6513761467889908,29.58480647399949
54,125.0,55.0,1.32,3,8.0,7,24.1,6.0,0.7,36.16804946548881
55,145.0,55.0,1.06,1,18.4,5,18.0,9.5,0.8490566037735849,38.049968789001575
36,145.0,70.0,0.64,0,31.5,3,24.2,7.0,0.646551724137931,25.144060123717672
25,153.0,68.0,0.78,0,19.8,4,24.0,7.0,0.648854961832061,32.72751070837068
18,144.0,77.0,1.06,4,12.9,6,25.6,3.0,0.5491803278688525,20.76839915321233
39,137.0,75.0,1.19,4,17.8,4,27.4,3.0,0.5486725663716814,19.734764779035448
34,151.0,72.0,1.11,0,20.5,3,28.2,7.0,0.6528925619834711,36.93584466786357
24,162.0,76.0,1.09,3,25.5,4,18.0,6.0,0.6991869918699187,28.659419433511783
42,149.0,79.0,0.75,2,22.6,3,23.8,8.0,0.7526881720430108,36.62641583165594
21,165.0,78.0,0.31,3,20.3,3,32.0,6.0,0.696,20.96954505426696
53,127.0,82.0,0.69,4,25.0,2,24.5,3.0,0.5487804878048781,14.745148551147581
23,137.0,67.0,0.88,4,29.4,3,20.7,3.0,0.5511811023622047,18.84226475218084
48,147.0,66.0,0.77,2,20.4,4,23.7,8.0,0.75,33.08275929855005
36,127.0,55.0,1.13,4,9.1,7,22.5,3.0,0.549618320610687,21.358082113050294
56,126.0,76.0,0.28,4,22.8,2,19.3,3.0,0.5555555555555556,7.38083151964686
44,162.0,62.0,0.59,1,31.8,2,27.5,9.5,0.8547008547008547,31.28062499413134
27,161.0,67.0,1.04,2,18.3,6,26.3,8.0,0.746031746031746,37.35987804859157
43,124.0,68.0,0.71,4,22.2,4,18.7,3.0,0.5490196078431373,11.535139452550903
36,160.0,79.0,0.31,3,24.9,2,23.6,6.0,0.7043478260869566,19.042813500100216
56,114.0,55.0,1.16,4,18.0,6,21.7,3.0,0.5514018691588785,19.972710347155626
20,152.0,71.0,0.98,0,20.3,4,18.0,7.0,0.648,26.411265371327627
30,157.0,77.0,0.84,2,20.7,3,18.3,8.0,0.7476635514018691,31.124009419150944
45,141.0,61.0,0.85,3,13.9,7,18.9,6.0,0.6956521739130435,25.863955210988976
37,146.0,78.0,0.64,0,29.6,2,23.8,7.0,0.6476190476190476,26.927495570823275
45,136.0,65.0,0.65,0,23.4,5,22.2,7.0,0.6513761467889908,27.195890121727746
25,182.0,65.0,0.81,1,15.8,4,20.2,9.5,0.8540145985401459,36.0210468030537
58,152.0,75.0,1.11,1,20.7,3,22.4,9.5,0.8555555555555555,43.31224999931034
56,129.0,58.0,1.48,3,9.1,6,27.0,6.0,0.7029702970297029,43.7689851318554
18,174.0,83.0,0.75,2,23.5,3,25.4,8.0,0.7459016393442623,35.56061767330245
20,155.0,66.0,0.55,3,23.0,3,28.0,6.0,0.7063492063492064,25.31300056749533
30,147.0,68.0,1.09,0,27.0,4,23.1,7.0,0.6528925619834711,38.69397989875161
45,154.0,55.0,1.18,1,16.9,4,30.4,9.5,0.853448275862069,53.8139767441812
42,144.0,77.0,0.74,0,40.0,3,25.4,7.0,0.6504854368932039,27.41428224519511
50,138.0,74.0,0.58,0,28.2,2,22.0,7.0,0.6464646464646465,24.20686932847951
55,147.0,59.0,1.35,1,8.0,7,24.4,9.5,0.8461538461538461,50.459508194416
23,181.0,64.0,1.24,1,10.7,7,19.0,9.5,0.8478260869565217,45.67808720995421
49,147.0,74.0,0.36,2,31.3,3,22.8,8.0,0.7448979591836735,20.32487401980132
38,152.0,84.0,1.1,0,21.0,3,25.7,7.0,0.6476190476190476,35.15373467095871
